track_id,title,artist,performer_group_id,genre,lyrics_language,annotation_file,vocal_audio_relative_path,word_index,word_id,word_text,syllable_index_in_word,syllable_id,syllable_text,start_sec,end_sec,duration_sec,melisma_labels,no_melisma,is_ornamented,label_count,luk,cengkok,gregel,embat,nggandhul,fold_1_split,fold_2_split,fold_3_split,fold_4_split,fold_5_split
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,15,IKD_001_word_15,malam,1,IKD_001_word_15_syll_1,lam,96.803,99.563,2.76,luk|gregel,0,1,2,1,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,16,IKD_001_word_16,sepi,0,IKD_001_word_16_syll_0,se,100.25685002,100.95,0.69314998,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,16,IKD_001_word_16,sepi,1,IKD_001_word_16_syll_1,pi,100.95,101.676,0.726,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,17,IKD_001_word_17,membisu,0,IKD_001_word_17_syll_0,mem,101.726,102.346,0.62,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,17,IKD_001_word_17,membisu,1,IKD_001_word_17_syll_1,bi,102.346,103.486,1.14,cengkok|gregel,0,1,2,0,1,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,17,IKD_001_word_17,membisu,2,IKD_001_word_17_syll_2,su,103.486,106.29,2.804,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,18,IKD_001_word_18,tiada,0,IKD_001_word_18_syll_0,ti,106.872294418,107.362834905,0.490540487,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,18,IKD_001_word_18,tiada,1,IKD_001_word_18_syll_1,a,107.362834905,108.210923688,0.848088783,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,18,IKD_001_word_18,tiada,2,IKD_001_word_18_syll_2,da,108.210923688,108.823822496,0.612898808,gregel,0,1,1,0,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,19,IKD_001_word_19,cumbu,0,IKD_001_word_19_syll_0,cum,108.967,109.788,0.821,luk|cengkok,0,1,2,1,1,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,19,IKD_001_word_19,cumbu,1,IKD_001_word_19_syll_1,bu,109.788,110.517,0.729,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,20,IKD_001_word_20,rayu,0,IKD_001_word_20_syll_0,ra,110.517,111.546,1.029,cengkok|gregel,0,1,2,0,1,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,20,IKD_001_word_20,rayu,1,IKD_001_word_20_syll_1,yu,111.546,114.682965518,3.136965518,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,21,IKD_001_word_21,bayangmu,0,IKD_001_word_21_syll_0,ba,115.227,116.14816017,0.92116017,gregel,0,1,1,0,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,21,IKD_001_word_21,bayangmu,1,IKD_001_word_21_syll_1,yang,116.14816017,116.789922075,0.641761905,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,21,IKD_001_word_21,bayangmu,2,IKD_001_word_21_syll_2,mu,116.789922075,117.497,0.707077925,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,22,IKD_001_word_22,kian,0,IKD_001_word_22_syll_0,ki,117.547,118.028480519,0.481480519,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,22,IKD_001_word_22,kian,1,IKD_001_word_22_syll_1,an,118.028480519,118.537,0.508519481,nggandhul,0,1,1,0,0,0,0,1,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,23,IKD_001_word_23,menggoda,0,IKD_001_word_23_syll_0,meng,118.587,119.001,0.414,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,23,IKD_001_word_23,menggoda,1,IKD_001_word_23_syll_1,go,119.001,120.908,1.907,luk|gregel,0,1,2,1,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,23,IKD_001_word_23,menggoda,2,IKD_001_word_23_syll_2,da,120.908,123.193,2.285,gregel,0,1,1,0,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,24,IKD_001_word_24,membangkitkan,0,IKD_001_word_24_syll_0,mem,124.148,124.734,0.586,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
